Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
North America,Canada,Electronics,Offline,High,2020-12-04,626759,2020-12-17,339,365.28,197.72,123829.92,67027.08,56802.84
Australia,Australia,Furniture,Online,Low,2023-05-24,786395,2023-05-30,397,114.25,80.3,45357.25,31879.1,13478.15
Europe,Spain,Electronics,Offline,Low,2023-10-26,352732,2023-11-02,475,271.23,137.46,128834.25,65293.5,63540.75
South America,Argentina,Office Supplies,Online,Low,2022-05-19,295237,2022-05-21,230,160.52,137.22,36919.6,31560.6,5359.0
Europe,France,Beverages,Online,High,2020-09-19,620754,2020-09-26,260,345.27,254.07,89770.2,66058.2,23712.0
Australia,Australia,Beverages,Offline,Critical,2021-08-27,635112,2021-09-04,77,76.44,41.08,5885.88,3163.16,2722.72
Africa,Kenya,Food,Online,Low,2020-04-10,969781,2020-04-13,131,205.28,149.28,26891.68,19555.68,7336.0
Europe,UK,Office Supplies,Offline,Critical,2020-12-08,569369,2020-12-16,22,130.93,105.98,2880.46,2331.56,548.9
Africa,Egypt,Food,Online,High,2021-05-09,566222,2021-05-14,164,477.68,393.6,78339.52,64550.4,13789.12
Australia,Australia,Clothing,Offline,Critical,2022-03-02,192449,2022-03-22,59,392.06,336.72,23131.54,19866.48,3265.06
Europe,France,Electronics,Offline,Low,2023-06-13,459762,2023-06-25,431,195.0,173.0,84045.0,74563.0,9482.0
Africa,Kenya,Electronics,Offline,Low,2023-10-18,375911,2023-11-01,357,49.95,41.46,17832.15,14801.22,3030.93
Europe,France,Office Supplies,Online,Low,2021-01-30,237064,2021-02-09,280,371.23,201.29,103944.4,56361.2,47583.2
North America,Mexico,Clothing,Online,High,2022-09-25,321202,2022-10-08,13,349.92,189.67,4548.96,2465.71,2083.25
South America,Colombia,Food,Offline,Medium,2020-09-28,482419,2020-10-17,43,370.44,234.14,15928.92,10068.02,5860.9
Africa,Kenya,Electronics,Offline,Low,2022-07-07,496881,2022-07-09,11,87.11,61.2,958.21,673.2,285.01
North America,Mexico,Furniture,Online,Low,2020-01-15,555638,2020-02-03,231,178.86,116.28,41316.66,26860.68,14455.98
Europe,Germany,Beverages,Offline,Low,2021-04-14,875936,2021-04-21,154,257.68,141.24,39682.72,21750.96,17931.76
South America,Colombia,Office Supplies,Offline,High,2023-04-05,749849,2023-04-18,206,134.87,97.63,27783.22,20111.78,7671.44
Asia,China,Food,Online,Critical,2023-03-21,540773,2023-03-29,496,244.78,139.85,121410.88,69365.6,52045.28
Africa,Nigeria,Furniture,Online,Low,2021-03-21,774183,2021-04-03,11,370.37,306.23,4074.07,3368.53,705.54
South America,Colombia,Food,Offline,High,2023-09-09,368995,2023-09-27,316,127.75,109.74,40369.0,34677.84,5691.16
Africa,Kenya,Furniture,Offline,High,2023-03-09,777589,2023-03-14,358,9.85,5.26,3526.3,1883.08,1643.22
North America,USA,Beverages,Offline,High,2021-02-12,246264,2021-02-18,400,126.64,101.88,50656.0,40752.0,9904.0
Europe,Spain,Electronics,Online,Medium,2020-03-17,753395,2020-04-01,456,73.11,65.25,33338.16,29754.0,3584.16
North America,Canada,Electronics,Online,Medium,2020-10-18,922258,2020-10-21,298,248.11,220.7,73936.78,65768.6,8168.18
Australia,Australia,Clothing,Offline,Low,2020-03-23,496769,2020-03-29,88,348.62,288.07,30678.56,25350.16,5328.4
Europe,UK,Electronics,Offline,Medium,2021-12-19,541928,2021-12-26,22,446.17,314.56,9815.74,6920.32,2895.42
North America,Mexico,Food,Offline,Medium,2023-06-04,122894,2023-06-16,142,365.17,213.98,51854.14,30385.16,21468.98
Africa,Kenya,Food,Online,High,2022-05-03,596347,2022-05-13,257,79.41,55.66,20408.37,14304.62,6103.75
South America,Brazil,Beverages,Offline,High,2022-06-15,855720,2022-06-29,320,137.71,92.97,44067.2,29750.4,14316.8
Australia,Australia,Food,Offline,Critical,2021-06-21,381407,2021-06-28,187,437.71,376.73,81851.77,70448.51,11403.26
Europe,UK,Electronics,Offline,Low,2020-08-06,547445,2020-08-14,476,112.11,92.51,53364.36,44034.76,9329.6
South America,Brazil,Clothing,Offline,Critical,2020-04-20,526854,2020-04-25,328,293.14,224.37,96149.92,73593.36,22556.56
Europe,Spain,Furniture,Offline,Medium,2021-10-24,830918,2021-10-30,142,59.21,34.7,8407.82,4927.4,3480.42
North America,USA,Clothing,Online,High,2023-07-17,397747,2023-08-01,36,12.97,7.16,466.92,257.76,209.16
Europe,Italy,Electronics,Online,Critical,2021-03-29,607110,2021-04-13,53,76.78,38.95,4069.34,2064.35,2004.99
South America,Argentina,Clothing,Online,Medium,2023-10-25,712329,2023-10-31,284,133.62,101.74,37948.08,28894.16,9053.92
Australia,Australia,Electronics,Online,Critical,2022-01-07,356169,2022-01-09,62,261.29,168.94,16199.98,10474.28,5725.7
Asia,India,Office Supplies,Online,High,2020-06-16,225592,2020-06-21,15,361.31,298.59,5419.65,4478.85,940.8
South America,Brazil,Food,Online,Critical,2020-06-22,470291,2020-07-10,98,152.02,121.44,14897.96,11901.12,2996.84
South America,Colombia,Electronics,Online,Critical,2020-06-15,887970,2020-06-25,110,437.5,291.56,48125.0,32071.6,16053.4
South America,Chile,Furniture,Offline,Medium,2022-06-10,774858,2022-06-15,287,156.12,138.96,44806.44,39881.52,4924.92
South America,Brazil,Beverages,Online,Low,2023-09-07,548509,2023-09-19,315,318.6,232.87,100359.0,73354.05,27004.95
Asia,South Korea,Beverages,Online,Low,2020-12-12,872606,2020-12-20,73,440.82,348.84,32179.86,25465.32,6714.54
Asia,South Korea,Office Supplies,Online,Low,2023-02-05,707294,2023-02-08,294,214.01,120.19,62918.94,35335.86,27583.08
Australia,New Zealand,Food,Offline,Low,2020-12-17,901922,2021-01-06,359,14.68,11.27,5270.12,4045.93,1224.19
Australia,Australia,Office Supplies,Online,Critical,2023-02-22,599626,2023-03-14,85,340.96,174.63,28981.6,14843.55,14138.05
Australia,Australia,Electronics,Offline,Low,2021-12-28,581182,2022-01-05,447,17.34,10.54,7750.98,4711.38,3039.6
South America,Chile,Beverages,Online,Medium,2021-02-01,534214,2021-02-19,263,103.01,78.83,27091.63,20732.29,6359.34
Africa,Egypt,Food,Online,Medium,2021-05-26,989031,2021-06-07,243,482.62,245.38,117276.66,59627.34,57649.32
Europe,France,Clothing,Online,Medium,2021-02-21,763544,2021-03-01,221,470.49,278.89,103978.29,61634.69,42343.6
Australia,New Zealand,Office Supplies,Offline,High,2021-04-03,464737,2021-04-14,500,467.97,375.53,233985.0,187765.0,46220.0
Europe,Spain,Clothing,Online,Low,2023-07-24,175021,2023-07-29,37,29.39,19.86,1087.43,734.82,352.61
Africa,Kenya,Furniture,Offline,Low,2021-07-11,197837,2021-07-29,202,415.28,257.73,83886.56,52061.46,31825.1
South America,Argentina,Furniture,Offline,Medium,2022-09-14,823836,2022-09-28,228,89.68,53.75,20447.04,12255.0,8192.04
South America,Argentina,Furniture,Offline,High,2023-04-18,137882,2023-05-04,319,348.85,242.13,111283.15,77239.47,34043.68
Africa,Egypt,Clothing,Online,Critical,2023-01-23,919937,2023-02-08,70,151.81,106.18,10626.7,7432.6,3194.1
Asia,India,Office Supplies,Offline,Low,2020-12-26,563139,2020-12-31,145,430.66,249.06,62445.7,36113.7,26332.0
North America,USA,Food,Offline,High,2021-11-19,559423,2021-11-28,191,47.29,32.15,9032.39,6140.65,2891.74
Australia,New Zealand,Office Supplies,Offline,High,2020-08-30,695899,2020-09-18,102,270.99,217.74,27640.98,22209.48,5431.5
Asia,China,Electronics,Offline,High,2020-11-14,687142,2020-12-04,366,117.83,105.28,43125.78,38532.48,4593.3
Australia,New Zealand,Clothing,Offline,High,2023-08-12,752605,2023-08-30,230,361.37,253.95,83115.1,58408.5,24706.6
North America,Mexico,Electronics,Online,Medium,2021-09-01,137891,2021-09-04,449,252.1,209.19,113192.9,93926.31,19266.59
Africa,Egypt,Office Supplies,Online,High,2023-11-09,205213,2023-11-14,44,109.67,81.43,4825.48,3582.92,1242.56
Australia,Australia,Furniture,Online,High,2022-01-09,479799,2022-01-18,494,138.99,80.6,68661.06,39816.4,28844.66
South America,Chile,Beverages,Offline,Low,2022-05-10,468537,2022-05-15,1,35.84,29.23,35.84,29.23,6.61
South America,Chile,Clothing,Offline,Critical,2023-04-23,632198,2023-05-02,435,395.45,303.54,172020.75,132039.9,39980.85
North America,Mexico,Electronics,Online,Critical,2023-01-28,430964,2023-02-06,262,298.09,161.45,78099.58,42299.9,35799.68
South America,Chile,Electronics,Online,High,2020-05-03,338011,2020-05-12,192,470.25,314.09,90288.0,60305.28,29982.72
Australia,Australia,Clothing,Online,Critical,2022-11-06,273052,2022-11-20,41,303.57,269.43,12446.37,11046.63,1399.74
North America,Canada,Beverages,Offline,High,2021-05-19,129108,2021-06-06,469,273.63,199.15,128332.47,93401.35,34931.12
Africa,Nigeria,Beverages,Online,Medium,2021-05-10,337811,2021-05-12,418,337.71,188.1,141162.78,78625.8,62536.98
South America,Argentina,Electronics,Online,Critical,2021-02-22,533087,2021-02-28,323,279.83,157.98,90385.09,51027.54,39357.55
North America,USA,Clothing,Offline,High,2020-04-24,277898,2020-05-12,219,216.77,122.19,47472.63,26759.61,20713.02
Africa,Kenya,Furniture,Offline,Medium,2022-02-18,115845,2022-02-27,57,477.34,330.73,27208.38,18851.61,8356.77
North America,USA,Beverages,Online,High,2022-12-05,814239,2022-12-20,408,268.89,224.06,109707.12,91416.48,18290.64
Asia,Indonesia,Beverages,Offline,Medium,2023-01-26,343281,2023-01-30,251,298.04,265.96,74808.04,66755.96,8052.08
Australia,New Zealand,Clothing,Offline,Critical,2020-01-06,693618,2020-01-23,386,421.16,275.87,162567.76,106485.82,56081.94
Europe,France,Beverages,Online,Medium,2023-05-25,191404,2023-06-03,183,356.0,289.76,65148.0,53026.08,12121.92
North America,Mexico,Electronics,Offline,Critical,2020-06-30,333483,2020-07-17,148,20.73,14.22,3068.04,2104.56,963.48
Australia,New Zealand,Food,Offline,Critical,2021-06-08,810909,2021-06-28,81,216.5,161.71,17536.5,13098.51,4437.99
Europe,France,Furniture,Online,Medium,2021-11-21,443104,2021-12-05,277,114.65,79.93,31758.05,22140.61,9617.44
North America,USA,Electronics,Offline,Critical,2021-12-05,526293,2021-12-19,441,239.05,183.79,105421.05,81051.39,24369.66
South America,Chile,Office Supplies,Offline,Medium,2020-02-05,287327,2020-02-14,250,165.84,133.08,41460.0,33270.0,8190.0
South America,Brazil,Office Supplies,Offline,Medium,2020-07-19,916585,2020-07-23,311,193.45,114.7,60162.95,35671.7,24491.25
South America,Brazil,Furniture,Online,Critical,2022-09-18,636061,2022-09-25,439,430.21,224.77,188862.19,98674.03,90188.16
Europe,Germany,Furniture,Offline,Medium,2022-05-15,758501,2022-06-03,44,400.45,334.78,17619.8,14730.32,2889.48
Europe,Germany,Clothing,Offline,High,2020-03-06,666815,2020-03-17,143,234.66,208.31,33556.38,29788.33,3768.05
North America,Mexico,Furniture,Online,Medium,2021-04-12,415524,2021-04-22,197,155.95,130.38,30722.15,25684.86,5037.29
Asia,Japan,Food,Offline,Critical,2020-05-18,512605,2020-05-24,296,7.23,3.99,2140.08,1181.04,959.04
Asia,China,Furniture,Online,Critical,2021-03-29,617925,2021-03-31,208,447.08,327.91,92992.64,68205.28,24787.36
Asia,India,Beverages,Offline,High,2022-05-05,610374,2022-05-22,477,440.45,240.03,210094.65,114494.31,95600.34
Asia,South Korea,Furniture,Offline,Low,2020-12-19,194376,2021-01-07,258,402.61,244.09,103873.38,62975.22,40898.16
South America,Chile,Food,Offline,Critical,2023-06-19,719171,2023-06-29,43,262.49,222.07,11287.07,9549.01,1738.06
North America,Canada,Furniture,Online,Low,2021-03-08,673812,2021-03-23,263,221.31,180.25,58204.53,47405.75,10798.78
Asia,China,Clothing,Online,Critical,2022-08-16,345217,2022-09-02,309,388.26,299.96,119972.34,92687.64,27284.7
Australia,New Zealand,Furniture,Offline,Low,2021-05-29,609785,2021-06-14,153,126.94,84.25,19421.82,12890.25,6531.57
South America,Brazil,Electronics,Online,Medium,2023-09-14,269149,2023-09-23,227,474.27,244.95,107659.29,55603.65,52055.64
Asia,Indonesia,Clothing,Offline,Low,2020-04-01,845586,2020-04-05,282,5.07,2.6,1429.74,733.2,696.54
Europe,Germany,Clothing,Offline,Medium,2020-02-11,487396,2020-02-15,352,478.98,246.12,168600.96,86634.24,81966.72
North America,Mexico,Furniture,Offline,Medium,2021-10-16,299485,2021-10-28,248,471.85,410.81,117018.8,101880.88,15137.92
South America,Colombia,Beverages,Online,Critical,2020-08-11,863256,2020-08-23,494,192.04,114.83,94867.76,56726.02,38141.74
North America,USA,Furniture,Online,High,2021-12-01,288196,2021-12-11,376,458.71,314.76,172474.96,118349.76,54125.2
Africa,Kenya,Food,Offline,Critical,2023-10-01,900851,2023-10-07,319,144.15,118.62,45983.85,37839.78,8144.07
Europe,Spain,Office Supplies,Offline,High,2020-04-10,912091,2020-04-19,255,319.1,230.67,81370.5,58820.85,22549.65
Asia,Japan,Beverages,Offline,Medium,2022-06-30,215734,2022-07-20,359,110.06,95.4,39511.54,34248.6,5262.94
Asia,China,Beverages,Online,Low,2022-08-22,722146,2022-08-31,191,371.09,328.84,70878.19,62808.44,8069.75
North America,Mexico,Furniture,Online,Low,2022-07-12,152150,2022-07-14,280,265.08,228.89,74222.4,64089.2,10133.2
South America,Argentina,Furniture,Offline,Low,2021-09-23,235186,2021-10-12,433,158.17,122.2,68487.61,52912.6,15575.01
Asia,South Korea,Food,Offline,Critical,2022-02-13,113706,2022-02-21,361,102.53,56.84,37013.33,20519.24,16494.09
Australia,New Zealand,Electronics,Online,Critical,2021-11-06,952455,2021-11-18,309,474.73,303.89,146691.57,93902.01,52789.56
Australia,Australia,Electronics,Online,Low,2022-01-29,493724,2022-02-18,48,177.21,102.24,8506.08,4907.52,3598.56
South America,Colombia,Clothing,Online,Medium,2022-02-24,904918,2022-03-06,135,495.21,340.77,66853.35,46003.95,20849.4
North America,Mexico,Electronics,Offline,Critical,2022-01-04,623164,2022-01-08,258,274.71,176.6,70875.18,45562.8,25312.38
North America,Mexico,Food,Online,Medium,2022-05-19,577720,2022-06-03,499,379.62,227.78,189430.38,113662.22,75768.16
North America,Mexico,Furniture,Offline,Critical,2020-10-10,293455,2020-10-22,45,223.74,157.65,10068.3,7094.25,2974.05
South America,Brazil,Electronics,Online,Low,2020-05-24,471065,2020-06-12,327,297.31,225.62,97220.37,73777.74,23442.63
South America,Brazil,Electronics,Offline,Low,2020-07-10,427042,2020-07-29,241,339.62,272.31,81848.42,65626.71,16221.71
South America,Colombia,Office Supplies,Offline,Low,2022-04-08,114941,2022-04-20,494,106.38,74.01,52551.72,36560.94,15990.78
Europe,Germany,Clothing,Online,High,2022-03-05,102997,2022-03-11,311,169.97,145.19,52860.67,45154.09,7706.58
Australia,Australia,Furniture,Offline,Low,2023-07-13,532654,2023-07-31,416,113.43,95.6,47186.88,39769.6,7417.28
Africa,South Africa,Office Supplies,Offline,Critical,2021-06-07,160684,2021-06-19,498,282.42,145.8,140645.16,72608.4,68036.76
Australia,Australia,Food,Offline,Critical,2023-08-20,761304,2023-08-23,240,17.63,11.29,4231.2,2709.6,1521.6
South America,Argentina,Electronics,Offline,Low,2020-04-02,311774,2020-04-05,152,261.11,166.12,39688.72,25250.24,14438.48
South America,Colombia,Office Supplies,Offline,Critical,2020-05-30,208998,2020-06-12,290,310.62,226.78,90079.8,65766.2,24313.6
North America,USA,Office Supplies,Offline,Low,2022-07-23,909952,2022-08-10,197,193.24,141.22,38068.28,27820.34,10247.94
Australia,New Zealand,Furniture,Offline,Critical,2021-06-13,967312,2021-07-02,22,185.41,157.83,4079.02,3472.26,606.76
North America,Mexico,Food,Offline,Low,2020-03-27,914670,2020-04-12,166,33.0,21.73,5478.0,3607.18,1870.82
Australia,Australia,Clothing,Online,Critical,2021-09-22,362332,2021-10-04,292,225.29,197.97,65784.68,57807.24,7977.44
North America,USA,Beverages,Offline,Low,2023-04-25,682960,2023-05-15,280,394.88,250.87,110566.4,70243.6,40322.8
Africa,Kenya,Furniture,Online,Critical,2021-05-01,499261,2021-05-12,470,436.15,282.4,204990.5,132728.0,72262.5
Europe,Germany,Electronics,Offline,Critical,2021-12-16,275987,2021-12-29,259,8.38,7.09,2170.42,1836.31,334.11
Europe,France,Electronics,Online,Low,2022-04-02,434451,2022-04-08,370,479.3,346.97,177341.0,128378.9,48962.1
Africa,Nigeria,Beverages,Online,Low,2020-07-09,837184,2020-07-18,254,265.17,199.72,67353.18,50728.88,16624.3
Asia,India,Office Supplies,Online,High,2020-01-05,103661,2020-01-07,368,86.46,63.52,31817.28,23375.36,8441.92
Europe,Spain,Office Supplies,Online,Low,2020-09-21,417835,2020-10-02,439,443.34,392.88,194626.26,172474.32,22151.94
Australia,Australia,Furniture,Online,High,2022-08-29,705711,2022-09-18,308,132.41,104.97,40782.28,32330.76,8451.52
South America,Brazil,Furniture,Offline,Critical,2023-12-24,600250,2023-12-27,342,441.09,352.69,150852.78,120619.98,30232.8
South America,Brazil,Furniture,Online,Critical,2023-07-22,274033,2023-07-24,130,22.19,15.14,2884.7,1968.2,916.5
Europe,France,Furniture,Online,Critical,2020-02-28,227648,2020-03-17,386,400.69,306.03,154666.34,118127.58,36538.76
Europe,Spain,Clothing,Online,High,2021-03-10,564489,2021-03-22,416,316.96,234.54,131855.36,97568.64,34286.72
Europe,Spain,Food,Online,High,2023-11-18,566151,2023-11-27,110,420.18,305.54,46219.8,33609.4,12610.4
Asia,India,Food,Offline,Medium,2021-04-11,946234,2021-04-14,20,67.42,54.53,1348.4,1090.6,257.8
Europe,Spain,Electronics,Online,Low,2021-08-03,536917,2021-08-16,150,60.37,30.68,9055.5,4602.0,4453.5
Africa,South Africa,Furniture,Online,Critical,2022-05-08,789638,2022-05-26,498,287.17,249.26,143010.66,124131.48,18879.18
Asia,Japan,Office Supplies,Offline,Low,2020-07-06,113791,2020-07-23,459,347.6,183.77,159548.4,84350.43,75197.97
Asia,India,Furniture,Offline,High,2023-12-30,357979,2024-01-03,307,394.01,244.95,120961.07,75199.65,45761.42
Africa,Kenya,Clothing,Online,Critical,2022-12-09,987813,2022-12-15,281,48.75,31.94,13698.75,8975.14,4723.61
Europe,Italy,Electronics,Offline,Critical,2022-05-12,996203,2022-05-18,344,99.63,69.0,34272.72,23736.0,10536.72
Asia,China,Furniture,Offline,Low,2021-11-25,168610,2021-11-27,477,479.94,296.58,228931.38,141468.66,87462.72
Australia,Australia,Clothing,Online,Low,2022-04-13,995213,2022-04-19,438,36.92,23.63,16170.96,10349.94,5821.02
Asia,China,Office Supplies,Offline,Medium,2022-08-02,444068,2022-08-07,242,261.23,168.67,63217.66,40818.14,22399.52
Australia,New Zealand,Beverages,Offline,Medium,2022-11-23,999550,2022-12-03,311,423.37,246.53,131668.07,76670.83,54997.24
Australia,Australia,Office Supplies,Offline,Low,2020-02-19,570362,2020-03-03,224,483.48,353.18,108299.52,79112.32,29187.2
Australia,Australia,Office Supplies,Offline,Low,2022-02-14,854116,2022-03-03,34,160.7,115.85,5463.8,3938.9,1524.9
Asia,Japan,Food,Online,High,2020-01-31,572481,2020-02-18,87,164.02,101.14,14269.74,8799.18,5470.56
South America,Colombia,Office Supplies,Offline,Low,2022-06-12,770054,2022-06-21,287,9.15,6.6,2626.05,1894.2,731.85
Asia,South Korea,Electronics,Offline,Medium,2022-02-12,773377,2022-02-23,66,345.19,262.13,22782.54,17300.58,5481.96
Asia,Indonesia,Office Supplies,Offline,Critical,2021-09-24,371321,2021-10-07,402,299.39,225.01,120354.78,90454.02,29900.76
Australia,Australia,Office Supplies,Offline,Low,2021-02-13,162728,2021-02-27,65,415.75,214.44,27023.75,13938.6,13085.15
Europe,France,Beverages,Online,Critical,2021-10-22,369147,2021-11-04,242,24.85,18.37,6013.7,4445.54,1568.16
Africa,South Africa,Beverages,Online,High,2022-12-06,594125,2022-12-11,329,413.77,224.9,136130.33,73992.1,62138.23
South America,Chile,Office Supplies,Online,High,2023-07-08,824605,2023-07-15,300,330.9,184.81,99270.0,55443.0,43827.0
South America,Colombia,Electronics,Online,Medium,2023-03-04,536646,2023-03-11,78,186.66,155.18,14559.48,12104.04,2455.44
Australia,Australia,Office Supplies,Online,High,2021-07-27,396549,2021-08-12,277,262.5,167.5,72712.5,46397.5,26315.0
North America,USA,Electronics,Offline,Medium,2022-01-05,152324,2022-01-15,353,36.72,26.51,12962.16,9358.03,3604.13
Africa,Kenya,Office Supplies,Offline,Medium,2020-04-22,769103,2020-04-26,145,364.73,243.55,52885.85,35314.75,17571.1
North America,Mexico,Clothing,Online,High,2023-04-30,970183,2023-05-10,392,303.21,158.97,118858.32,62316.24,56542.08
Africa,South Africa,Furniture,Online,Low,2021-05-19,274229,2021-06-06,469,138.63,75.26,65017.47,35296.94,29720.53
Australia,New Zealand,Office Supplies,Online,High,2021-07-08,188619,2021-07-17,491,367.44,277.14,180413.04,136075.74,44337.3
Africa,South Africa,Electronics,Online,Low,2020-03-28,482526,2020-04-04,163,464.35,278.29,75689.05,45361.27,30327.78
Asia,China,Food,Online,High,2022-01-13,431491,2022-01-27,353,475.68,385.25,167915.04,135993.25,31921.79
North America,Canada,Office Supplies,Online,Low,2023-01-15,215575,2023-01-20,118,396.77,203.76,46818.86,24043.68,22775.18
South America,Argentina,Clothing,Offline,Critical,2022-07-08,303199,2022-07-16,180,6.83,5.7,1229.4,1026.0,203.4
Australia,Australia,Furniture,Online,High,2022-05-16,767529,2022-05-23,391,140.26,87.21,54841.66,34099.11,20742.55
North America,Mexico,Beverages,Online,Critical,2023-02-22,392498,2023-03-03,280,427.62,309.46,119733.6,86648.8,33084.8
Europe,UK,Electronics,Online,Critical,2021-08-23,205174,2021-08-28,348,389.83,224.39,135660.84,78087.72,57573.12
Asia,Indonesia,Furniture,Offline,Critical,2022-02-16,167806,2022-03-02,468,89.77,48.7,42012.36,22791.6,19220.76
North America,Mexico,Food,Online,Critical,2023-09-19,566221,2023-09-22,313,209.49,117.8,65570.37,36871.4,28698.97
Australia,New Zealand,Office Supplies,Offline,Critical,2021-08-04,648852,2021-08-09,331,327.01,231.07,108240.31,76484.17,31756.14
Asia,India,Office Supplies,Online,High,2023-07-30,574591,2023-08-02,405,445.47,388.16,180415.35,157204.8,23210.55
Asia,Indonesia,Electronics,Online,Low,2022-04-01,727683,2022-04-03,367,410.99,301.75,150833.33,110742.25,40091.08
North America,Mexico,Clothing,Online,High,2022-02-15,464304,2022-02-26,183,270.25,237.49,49455.75,43460.67,5995.08
Australia,New Zealand,Office Supplies,Offline,Critical,2022-10-01,677471,2022-10-13,357,404.26,348.12,144320.82,124278.84,20041.98
South America,Argentina,Clothing,Offline,Critical,2020-06-10,794260,2020-06-29,7,269.22,188.39,1884.54,1318.73,565.81
Asia,China,Furniture,Online,Medium,2020-08-05,601601,2020-08-10,175,9.92,8.47,1736.0,1482.25,253.75
Africa,Nigeria,Clothing,Offline,High,2023-06-12,819363,2023-07-01,235,200.46,148.59,47108.1,34918.65,12189.45
North America,Mexico,Beverages,Online,High,2020-04-09,611031,2020-04-28,416,116.61,82.68,48509.76,34394.88,14114.88
Europe,UK,Office Supplies,Offline,High,2022-01-30,977671,2022-02-17,404,85.26,50.54,34445.04,20418.16,14026.88
Africa,Nigeria,Beverages,Offline,Low,2020-06-06,550681,2020-06-25,59,206.47,132.58,12181.73,7822.22,4359.51
Europe,Spain,Clothing,Offline,High,2021-09-12,409507,2021-09-25,463,387.32,286.66,179329.16,132723.58,46605.58
Africa,South Africa,Clothing,Offline,High,2023-11-02,377347,2023-11-06,219,231.83,182.76,50770.77,40024.44,10746.33
North America,Mexico,Office Supplies,Online,Medium,2021-06-14,715674,2021-07-02,385,449.96,294.44,173234.6,113359.4,59875.2
Australia,Australia,Electronics,Online,Critical,2020-09-19,376417,2020-09-21,82,450.51,270.21,36941.82,22157.22,14784.6
North America,Mexico,Food,Offline,Low,2020-04-18,847218,2020-05-02,64,227.29,193.33,14546.56,12373.12,2173.44
Australia,New Zealand,Office Supplies,Offline,Medium,2020-01-24,865744,2020-02-08,380,230.29,133.89,87510.2,50878.2,36632.0
Asia,South Korea,Clothing,Online,High,2022-09-15,919931,2022-09-30,470,34.73,27.84,16323.1,13084.8,3238.3
Africa,Nigeria,Clothing,Offline,Critical,2020-10-07,971852,2020-10-20,162,417.57,363.9,67646.34,58951.8,8694.54
Africa,Egypt,Clothing,Offline,High,2020-11-11,439329,2020-11-21,41,473.0,301.34,19393.0,12354.94,7038.06
North America,Mexico,Electronics,Offline,High,2021-10-09,439974,2021-10-19,287,428.79,241.72,123062.73,69373.64,53689.09
Asia,South Korea,Electronics,Offline,High,2020-05-28,608581,2020-06-17,242,344.54,235.68,83378.68,57034.56,26344.12
North America,USA,Electronics,Online,High,2022-12-11,920525,2022-12-26,202,492.58,438.82,99501.16,88641.64,10859.52
Asia,Japan,Food,Online,High,2022-04-16,338815,2022-04-28,242,407.0,287.99,98494.0,69693.58,28800.42
South America,Brazil,Office Supplies,Offline,High,2020-12-06,432625,2020-12-18,433,218.91,122.34,94788.03,52973.22,41814.81
South America,Colombia,Furniture,Offline,Low,2023-02-02,822156,2023-02-11,255,347.67,309.45,88655.85,78909.75,9746.1
South America,Brazil,Beverages,Online,Critical,2021-10-15,635439,2021-10-24,308,113.72,71.37,35025.76,21981.96,13043.8
Asia,Indonesia,Food,Offline,Medium,2023-04-11,786957,2023-04-29,205,404.77,229.39,82977.85,47024.95,35952.9
Europe,Spain,Electronics,Online,Medium,2022-06-28,918129,2022-07-15,367,41.45,25.52,15212.15,9365.84,5846.31
South America,Argentina,Office Supplies,Offline,High,2023-11-11,380402,2023-11-30,144,307.95,233.62,44344.8,33641.28,10703.52
Asia,Japan,Office Supplies,Offline,Critical,2021-07-15,463168,2021-07-17,268,472.72,377.95,126688.96,101290.6,25398.36
Australia,New Zealand,Furniture,Online,High,2020-06-20,763941,2020-07-06,306,384.43,209.37,117635.58,64067.22,53568.36
South America,Argentina,Office Supplies,Online,Low,2022-05-06,767659,2022-05-25,203,494.6,409.49,100403.8,83126.47,17277.33
Europe,Germany,Electronics,Online,Critical,2023-04-22,816094,2023-04-26,448,210.43,133.78,94272.64,59933.44,34339.2
Europe,Spain,Furniture,Online,Critical,2020-03-27,383061,2020-03-29,157,334.43,202.81,52505.51,31841.17,20664.34
Africa,Egypt,Furniture,Offline,Medium,2023-08-28,599608,2023-09-07,27,109.17,85.97,2947.59,2321.19,626.4
South America,Brazil,Electronics,Online,Critical,2020-11-07,406293,2020-11-11,42,438.02,339.75,18396.84,14269.5,4127.34
Africa,Nigeria,Office Supplies,Online,Medium,2020-05-14,860279,2020-05-20,256,41.48,34.45,10618.88,8819.2,1799.68
South America,Argentina,Electronics,Offline,Low,2022-10-15,174434,2022-10-18,374,430.24,376.5,160909.76,140811.0,20098.76
South America,Brazil,Clothing,Offline,High,2023-08-31,403514,2023-09-06,224,5.14,3.14,1151.36,703.36,448.0
Asia,Indonesia,Electronics,Offline,Critical,2021-11-30,905914,2021-12-17,128,217.93,165.17,27895.04,21141.76,6753.28
Asia,South Korea,Food,Online,Critical,2020-11-27,249863,2020-12-17,473,229.48,165.49,108544.04,78276.77,30267.27
Europe,Spain,Clothing,Offline,Medium,2021-07-24,199980,2021-08-10,89,267.46,161.92,23803.94,14410.88,9393.06
Australia,Australia,Beverages,Offline,Critical,2023-06-07,668113,2023-06-18,288,329.44,175.37,94878.72,50506.56,44372.16
Australia,Australia,Furniture,Offline,Critical,2023-09-03,942867,2023-09-14,73,29.43,26.31,2148.39,1920.63,227.76
